"Moscow" (55.7558, 37.6178) 17125000
"Shingak-Kul’" (54.3861, 55.2100) 2975
"Vyartsilya" (62.1769, 30.6972) 2974
"Gay-Kodzor" (44.8536, 37.4372) 2968
"Kologriv" (58.8252, 44.3114) 2955
"Kruglolesskoye" (44.6589, 42.8142) 2955
"Yarag-Kazmalyar" (41.6497, 48.3858) 2952
"Koygorodok" (60.4450, 50.9967) 2940
"Gusinoye Ozero" (51.1228, 106.2539) 2935
"Sablinskoye" (44.5192, 43.2222) 2932
"Dzerzhinskoye" (56.5183, 84.8369) 2914
"Chapayevo" (43.1106, 46.4858) 2903
"Pervomayskiy" (56.8536, 53.3639) 2884
"Nikolskoye" (59.4600, 29.9939) 2882
"Zura" (57.6061, 53.3917) 2880
"Avadan" (41.9317, 48.3356) 2871
"Kortkeros" (61.8106, 51.5806) 2862
"Otkaznoye" (44.3264, 43.8608) 2862
"Bayramaul" (43.2989, 46.7260) 2858
"Dmitriyevskoye" (45.8125, 41.8897) 2858
"Ashaga-Stal" (41.7000, 48.2000) 2849
"Tpig" (41.7775, 47.5939) 2833
"Takhta" (45.9022, 42.1275) 2830
"Orta-Stal" (41.6667, 48.1667) 2827
"Dmitriyevskoye" (58.3382, 42.3564) 2826
"Tarasovka" (55.9636, 37.8189) 2807
"Darkushkazmalyar" (41.8062, 48.3898) 2803
"Elistanzhi" (42.9731, 46.0203) 2797
"Yanikoy" (43.5428, 43.5036) 2792
"Agvali" (42.5333, 46.1000) 2781
"Srostki" (52.4208, 85.6992) 2769
"Milovka" (54.7798, 55.8331) 2767
"Khodz" (44.5103, 40.7142) 2755
"Khoytobze" (51.7881, 107.4311) 2754
"Baratayevka" (54.2776, 48.2001) 2753
"Baryatino" (54.3103, 34.5269) 2748
"Yelenovskoye" (45.1006, 39.7078) 2747
"Kurilovka" (50.7211, 48.0322) 2746
"Ostashëvo" (55.8586, 35.8639) 2743
"Antipovka" (49.8300, 45.3122) 2724
"Verkh-Katunskoye" (52.4525, 85.4256) 2723
"Sannikovo" (53.3511, 83.9697) 2720
"Poim" (53.0264, 43.1872) 2712
"Gurulba" (51.8344, 107.4131) 2707
"Yalchiki" (55.1667, 48.0000) 2705
"Mullovka" (54.2000, 49.4000) 2702
"Vesëlaya Lopan’" (50.4933, 36.3806) 2696
"Pshada" (44.4700, 38.3996) 2686
"Savasleyka" (55.4606, 42.3208) 2686
"Trudfront" (45.9346, 47.6693) 2680
"Starobzhegokay" (45.0354, 38.8947) 2670
"Agoy" (44.1456, 39.0378) 2662
"Verkhniy Akbash" (43.4708, 44.2494) 2661
"Antipayuta" (69.1000, 76.8667) 2657
"Mednoye" (56.9283, 35.4764) 2645
"Antonovka" (63.2867, 118.4020) 2642
"Al’mukhametovo" (53.0208, 58.7286) 2637
"Bronnitsa" (58.4500, 31.6667) 2627
"Bayanday" (53.0661, 105.5139) 2626
"Ersakon" (44.4293, 41.7741) 2626
"Bakhtemir" (46.1635, 47.8141) 2615
"Ilka" (51.7197, 108.5256) 2610
"Inzhich-Chukun" (44.0589, 41.7858) 2600
"Khiv" (41.7533, 47.9286) 2594
"Solton" (52.8333, 86.4667) 2591
"Khelyulya" (61.7500, 30.6667) 2586
"Vysotskoye" (45.0250, 42.9064) 2577
"Verkhnyaya Teberda" (43.5401, 41.7840) 2575
"Igali" (42.7303, 46.5831) 2559
"Orlik" (52.5100, 99.8211) 2555
"Nizhegorodka" (54.6164, 55.8478) 2541
"Provideniya" (64.4235, -173.2258) 2536
"Psykhurey" (43.8375, 43.5781) 2533
"Trosna" (52.4446, 35.7791) 2530
"Nerchinskiy Zavod" (51.3083, 119.6158) 2528
"Kurashim" (57.6548, 56.6139) 2513
"Severo-Kuril’sk" (50.6833, 156.1167) 2507
"Chokurdakh" (70.6183, 147.8946) 2506
"Selenduma" (50.9131, 106.2406) 2504
"Sheremet’yevka" (55.3833, 51.5333) 2501
"Elburgan" (44.0842, 41.8025) 2498
"Rakhinka" (49.0142, 44.9229) 2493
"Tambovka" (47.3153, 47.3777) 2487
"Tumak" (46.2344, 48.5063) 2485
"Aleksandrovskiy Zavod" (50.9244, 117.9361) 2482
"Vyazovka" (50.8859, 43.9436) 2478
"Novaya Chigla" (51.2233, 40.4781) 2474
"Lazo" (45.8683, 133.6630) 2465
"Bulanikha" (52.7936, 84.9347) 2463
"Tatayurt" (43.5608, 46.9911) 2459
"Leninskoye" (54.8175, 82.8514) 2453
"Bogovarovo" (58.9764, 47.0206) 2450
"Malougrenevo" (52.5583, 85.3394) 2413
"Verkhopenye" (50.9525, 36.2848) 2410
"Medveditsa" (51.0725, 44.8200) 2404
"Borisovka" (43.8000, 131.8167) 2396
"Toora-Khem" (52.4656, 96.1181) 2387
"Nikol’skoye-na-Cheremshane" (54.0511, 49.1794) 2379
"Ovoshchi" (45.3676, 43.3225) 2370
"Sredniy Yegorlyk" (46.3656, 40.8119) 2363
"Sogratl" (42.2817, 46.9917) 2360
"Novoye Selo" (55.5564, 38.1953) 2337
"Iyul’skoye" (56.9190, 53.6065) 2336
"Urada" (42.3855, 46.5605) 2334
"Belyy Klyuch" (54.2178, 48.2959) 2330
"Voznesenovskoye" (45.8057, 43.4148) 2330
"Saskylakh" (71.9653, 114.0923) 2317
"Novoivanovskoye" (43.6400, 43.9561) 2307
"Tindi" (42.4333, 46.1333) 2304
"Nizhneye Sancheleyevo" (53.6767, 49.4278) 2300
"Kommunar" (54.3484, 89.2830) 2299
"Marevo" (57.3167, 32.0833) 2297
"Gonba" (53.4140, 83.5716) 2293
"Spasskoye" (45.0731, 43.6911) 2293
"Germenchik" (43.5402, 46.7251) 2290
"Aglobi" (41.8956, 48.3483) 2288
"Dyachenkovo" (49.9112, 40.5998) 2288
"Kalinino" (57.3285, 56.3325) 2288
"Petrovskoye" (56.2556, 36.4694) 2286
"Krasnoye" (45.1208, 42.4383) 2284
"Malinovka" (56.6933, 85.3369) 2283
"Kamlyuko" (43.7853, 43.2436) 2280
"Byngi" (57.5411, 60.2969) 2277
"Oy" (61.5390, 129.1805) 2266
"Erkhirik" (51.8894, 107.8272) 2261
"Almak" (42.9883, 46.5764) 2260
"Dzhugurty" (43.1650, 46.1786) 2255
"Novaya Derevnya" (44.5305, 41.8551) 2253
"Olginka" (44.1972, 38.8861) 2252
"Bolshetroitskoye" (50.5489, 37.2922) 2250
"Egvekinot" (66.3221, -179.1837) 2248
"Rechitsa" (52.8853, 33.4721) 2241
"Sadovoye" (55.2524, 65.1300) 2240
"Novyy Sharoy" (43.2529, 45.2799) 2237
"Shelayevo" (50.1227, 38.0737) 2233
"Ovsyanka" (55.9583, 92.5720) 2228
"Afipsip" (44.9833, 38.7667) 2225
"Razdol’noye" (45.3311, 41.2969) 2221
"Agachaul" (42.9209, 47.4664) 2215
"Erken-Yurt" (44.4481, 41.9136) 2206
"Bilyarsk" (54.9833, 50.3861) 2204
"Voskresenka" (53.0650, 50.0144) 2201
"Berëzovka" (54.7950, 73.0792) 2200
"Vorontsovka" (46.6528, 38.0786) 2189
"Salmi" (61.3694, 31.8517) 2187
"Gvazda" (50.7600, 40.6600) 2183
"Maloyeniseyskoye" (52.5697, 85.5040) 2181
"Chuvashskiy Suskan" (53.8839, 49.2256) 2181
"Khlynovo" (55.3219, 37.3543) 2177
"Aleksandrovka" (53.3557, 49.4721) 2177
"Kazinka" (45.2992, 42.2025) 2174
"Alekseyevka" (52.2278, 46.3403) 2165
"Balakhani" (42.6331, 46.8885) 2164
"Krasnoye" (50.9300, 38.6825) 2158
"Kamenka" (55.1009, 83.0608) 2153
"Duslyk" (54.5492, 53.7772) 2145
"Sychëvka" (52.0511, 84.7789) 2142
"Zelenogradskiy" (56.1000, 37.9167) 2128
"Gulli" (42.2333, 47.7667) 2126
"Shurskol" (57.1528, 39.2886) 2123
"Lesken" (43.2772, 43.8222) 2123
"Krasnyy Yar" (57.1275, 84.5303) 2119
"Zilga" (43.2333, 44.5333) 2116
"Novyy Vasyugan" (58.5767, 76.4969) 2113
"Staromelovaya" (50.2789, 40.8611) 2109
"Tagay" (54.3061, 47.6283) 2109
"Rudnaya Pristan’" (44.3500, 135.8000) 2107
"Kutisha" (42.4217, 47.2817) 2104
"Solvychegodsk" (61.3333, 46.9167) 2098
"Podsosnovo" (53.3758, 78.9150) 2093
"Novyy Buyan" (53.6848, 50.0402) 2093
"Ismailovo" (55.5597, 54.6303) 2081
"Asen’yevskoye" (55.1229, 36.3045) 2080
"Petrushino" (47.1856, 38.8675) 2069
"Blagovar" (54.5797, 54.9314) 2061
"Vinnitsy" (60.6317, 34.7667) 2059
"Kudara" (52.2264, 106.6589) 2058
"Zhako" (43.9567, 41.7389) 2057
"General’skoye" (51.5925, 46.3422) 2051
"Voskresenka" (55.0811, 74.6248) 2047
"Bol’shiye Klyuchi" (55.9830, 48.8038) 2045
"Zubovo" (54.6186, 55.9050) 2042
"Dal’neye" (46.9931, 142.6733) 2039
"Imeni Poliny Osipenko" (52.4167, 136.5000) 2034
"Pravda" (46.9486, 142.0103) 2031
"Elgyay" (62.4861, 117.5064) 2027
"Voskresenskoye" (53.1233, 56.1467) 2026
"Kedrovyy" (57.5667, 79.5667) 2024
"Evensk" (61.9500, 159.2333) 2024
"Khnov" (41.3767, 47.4450) 2014
"Pomary" (55.9650, 48.3514) 2014
"Verkhniye Belozërki" (53.7275, 49.1739) 2013
"Staraya Ladoga" (59.9987, 32.2970) 2012
"Glinka" (54.6417, 32.8739) 2000
"Komsomolsk" (57.4139, 86.0300) 1997
"Novaya Malykla" (54.2000, 49.9500) 1996
"Gazi-Yurt" (43.2602, 44.8396) 1995
"Shendzhiy" (44.8832, 39.0655) 1993
"Nizhniy Chegem" (43.4442, 43.2739) 1988
"Krasnaya Gorka" (55.3867, 46.1092) 1987
"Orlovka" (43.9919, 43.7856) 1983
"Yelshanka" (51.8139, 46.3997) 1983
"Varvarovka" (44.8353, 37.3725) 1980
"Mamkheg" (45.0111, 40.2190) 1978
"Primorsk" (54.7333, 20.0000) 1971
"Yerbogachën" (61.2833, 108.0167) 1965
"Troitskoye" (51.2760, 41.4906) 1965
"Nechayevka" (53.2725, 44.4672) 1962
"Boyevo" (51.3944, 39.3197) 1961
"Velikomikhaylovka" (50.7750, 37.5917) 1955
"Sosnovka" (48.3383, 135.0752) 1953
"Druzhba" (48.3831, 135.3122) 1946
"Krasnyy Yar" (54.2389, 48.5508) 1942
"Troyekurovo" (52.9759, 38.9777) 1940
"Gorbatov" (56.1333, 43.0667) 1934
"Yendovishche" (51.7214, 39.0149) 1933
"Kumukh" (42.1704, 47.1161) 1930
"Otradnoye" (53.3278, 34.1750) 1927
"Kaysatskoye" (49.7406, 46.8475) 1924
"Esso" (55.9274, 158.7071) 1923
"Ust’-Bol’sheretsk" (52.8239, 156.2789) 1920
"Novaya Zhizn’" (44.8926, 44.0847) 1913
"Valdgeym" (48.6942, 132.9669) 1912
"Derbetovka" (45.8056, 43.0886) 1911
"Zhitnoye" (45.8056, 47.6878) 1902
"Unegetey" (52.1111, 108.5736) 1896
"Elekmonar" (51.4589, 85.9878) 1895
"Dyubek" (42.0275, 47.9692) 1894
"Nurlino" (54.8142, 55.5694) 1892
"Suzha" (51.7764, 107.4689) 1887
"Drovnino" (55.5283, 35.4075) 1886
"Ulyanovka" (44.3006, 42.9272) 1885
"Vylkovo" (53.0772, 81.4181) 1883
"Novotyryshkino" (52.0833, 84.9089) 1880
"Znamenka" (54.1025, 54.3889) 1879
"Moskovo" (55.3192, 55.0850) 1879
"Novikovka" (54.4892, 49.1669) 1879
"Iznoski" (54.9881, 35.3108) 1877
"Podgornoye" (43.5818, 45.4405) 1872
"Afanasyevo" (52.5808, 38.2108) 1872
"Nur-Seleniye" (51.7711, 107.4567) 1871
"Olgino" (44.3306, 44.4039) 1862
"Beringovskiy" (63.0655, 179.3067) 1861
"Poddorye" (57.4667, 31.1167) 1860
"Novyy Frig" (41.8523, 48.3546) 1853
"Ponomarëvka" (55.3975, 55.5566) 1852
"Angasak" (55.6333, 54.8000) 1850
"Starokalmashevo" (55.1242, 54.8253) 1849
"Ostrovnoy" (68.0531, 39.5131) 1847
"Bobrovka" (53.1557, 50.6720) 1842
"Batagay-Alyta" (67.7981, 130.3986) 1835
"Teplovka" (52.0692, 46.1304) 1828
"Maryevka" (52.5578, 49.4447) 1826
"Yugo-Severnaya" (45.7599, 40.2429) 1809
"Krasnooktyabrskoye" (43.8439, 46.6556) 1807
"Adil’-Khalk" (44.3500, 41.9167) 1807
"Soskovo" (52.7458, 35.3864) 1794
"Malyy Kunaley" (50.6003, 107.8331) 1793
"Novomikhaylovskoye" (45.7158, 41.4561) 1791
"Novyy Port" (67.6919, 72.8964) 1790
"Gonokhovo" (52.9485, 81.2986) 1787
"Kuznetsovo" (56.6928, 48.0400) 1787
"Luganskoye" (51.1694, 45.6653) 1778
"Sosnovka" (54.8167, 73.1475) 1778
"Kiyevka" (46.0822, 42.9278) 1774
"Teuchezhkhabl’" (44.8925, 39.5675) 1773
"Tersi" (56.3333, 52.9000) 1772
"Fakel" (57.6350, 53.0250) 1772
"Orongoy" (51.5222, 107.0619) 1760
"Bogoroditskoye" (46.3289, 41.1758) 1746
"Karchag" (41.7741, 48.1623) 1739
"Bolshebredikhinskoye" (43.8972, 46.8561) 1739
"Katyn" (54.7701, 31.6898) 1737
"Malyy Zelenchuk" (44.1639, 41.8678) 1730
"Nizhnyaya Ivolga" (51.7136, 107.1597) 1724
"Lyuksemburg" (43.6500, 46.7333) 1720
"Yablochnyy" (47.1544, 142.0614) 1716
"Malykay" (63.5056, 117.0320) 1714
"Velikoye" (57.3494, 39.7711) 1713
"Il’inka" (53.9017, 87.1675) 1708
"Shardakovo" (43.8653, 43.0992) 1707
"Khamidiye" (43.6733, 44.3736) 1707
"Alekseyevskoye" (45.2056, 43.5819) 1705
"Garovka Pervaya" (48.4094, 135.2181) 1705
"Yakonur" (51.0375, 84.8750) 1699
"Sinegorsk" (47.1717, 142.5172) 1698
"Zaragizh" (43.3244, 43.7106) 1698
"Pavlovka" (51.6797, 46.6869) 1697
"Malyye Yagury" (45.4426, 43.0101) 1697
"Kaladzhukh" (41.3667, 47.9056) 1695
"Borovoye" (54.6944, 82.6303) 1694
"Shum" (59.8722, 31.7819) 1694
"Artëmovsk" (54.3500, 93.4333) 1688
"Abdrakhmanovo" (54.7758, 52.4908) 1687
"Zhukovo" (54.6539, 55.7678) 1685
"Krasnyy Voskhod" (43.8614, 46.6786) 1684
"Vodovatovo" (55.4011, 43.5725) 1681
"Khabaz" (43.7331, 42.9333) 1681
"Dubovka" (45.2240, 42.1662) 1674
"Adanak" (42.7539, 47.4534) 1672
"Karamyshevo" (53.9044, 37.4572) 1672
"Klyuchi" (57.0175, 57.4180) 1671
"Sobolevskiy" (54.3050, 155.9331) 1669
"Assab" (42.4694, 46.4994) 1669
"Malaya Areshevka" (44.0172, 46.8233) 1668
"Kaka" (41.4764, 47.6400) 1667
"Oktyabr’skiy" (54.7640, 55.4863) 1663
"Panakhes" (44.9869, 38.7144) 1660
"Piskaly" (53.6317, 49.8194) 1659
"Nizhniy Chiryurt" (43.1712, 46.8637) 1651
"Yuldybayevo" (52.3414, 57.8767) 1650
"Novoyuryevo" (53.3580, 40.8871) 1649
"Russkaya Borkovka" (53.4776, 49.2808) 1643
"Rugudzha" (42.3606, 46.9139) 1641
"Bolshezadoyevskoye" (43.8669, 46.8267) 1641
"Kikino" (53.1366, 43.7701) 1637
"Vidlitsa" (61.1828, 32.3894) 1632
"Sadovoye" (44.0106, 42.9761) 1627
"Yukhari-Stal" (41.7167, 48.1667) 1625
"Krotovka" (54.3000, 48.1422) 1617
"Sovetskoye" (43.4071, 46.3336) 1616
"Orbelyanovka" (44.2340, 42.8790) 1615
"Krasnyy Yar" (54.8916, 55.9192) 1615
"Podlesnoye" (45.7557, 42.1077) 1611
"Stepnoye" (54.0692, 60.4143) 1610
"Fiy" (41.2853, 47.5650) 1609
"Progress" (43.5889, 39.8292) 1608
"Koporye" (59.7089, 29.0339) 1603
"Nikolskoye" (52.0303, 55.6983) 1600
"Lidoga" (49.5100, 136.8983) 1597
"Karpovka" (48.7047, 43.9767) 1591
"Zenzevatka" (49.8022, 44.5394) 1588
"Zhiguli" (53.3556, 49.2972) 1588
"Ivanayevo" (55.4922, 54.8256) 1584
"Podkolodnovka" (50.0015, 40.6623) 1582
"Zaval’noye" (52.0482, 39.8577) 1582
"Novomikhaylovskoye" (45.2903, 41.0072) 1578
"Baychurovo" (51.3394, 42.6844) 1577
"Taraberdino" (55.0825, 55.3953) 1576
"Kochetnoye" (50.8495, 46.1291) 1573
"Yekimovichi" (54.1129, 33.2965) 1571
"Bayunovskiye Klyuchi" (53.3281, 84.1822) 1569
"Verkhneye Sancheleyevo" (53.7083, 49.5128) 1566
"Bol’shaya Areshevka" (44.1142, 46.9253) 1565
"Severka" (52.1333, 79.2833) 1562
"Bolshesidorovskoye" (45.0316, 39.8388) 1561
"Krasnoarmeyskoye" (43.6372, 44.1244) 1560
"Talashkino" (54.6561, 32.1853) 1559
"Kichmalka" (43.7917, 42.9437) 1556
"Gatlukay" (44.8839, 39.1928) 1555
"Vperëd" (43.8997, 46.7100) 1554
"Tatarskoye Uraikino" (54.4250, 49.2494) 1553
"Sosnovyy Solonets" (53.2878, 49.5350) 1549
"Lesnoye" (56.9331, 67.2453) 1548
"Novokare" (43.6011, 46.9675) 1544
"Sadovoye" (45.2831, 44.6536) 1543
"Izdëshkovo" (55.1333, 33.6333) 1540
"Preobrazhenskoye" (45.0842, 39.6242) 1535
"Aleksandrovka-Donskaya" (50.5164, 40.0727) 1533
"Sanaga" (50.7306, 102.8033) 1531
"Nebyloye" (56.3667, 39.9972) 1528
"Psykod" (43.5969, 43.9969) 1527
"Polovodovo" (59.6575, 57.0708) 1526
"Tsarëv" (48.6657, 45.3733) 1521
"Zubovo" (60.3216, 36.9851) 1518
"Starobelokurikha" (52.0519, 85.0878) 1517
"Ust’-Kuyga" (70.0171, 135.6000) 1517
"Gemetyube" (43.5694, 46.9139) 1516
"Eldikan" (60.8000, 135.1833) 1516
"Akshuat" (53.6759, 47.4377) 1515
"Maydakovo" (56.8975, 41.8217) 1515
"Solnechnaya Polyana" (53.4392, 49.9058) 1512
"Novokizhinginsk" (51.6194, 109.6000) 1511
"Ryazanovo" (53.9800, 49.4085) 1511
"Khosrekh" (41.9939, 47.2706) 1507
"Tashelka" (53.8075, 49.4547) 1505
"Kremovo" (44.0434, 132.2730) 1503
"Krasnosëlovka" (50.1811, 40.8596) 1502
"Kupanskoye" (56.8231, 38.6733) 1502
"Kalinino" (55.6092, 46.8525) 1500
"Rozhdestveno" (50.2285, 38.1809) 1499
"Chertolino" (56.2044, 33.9008) 1498
"Zamyany" (46.8239, 47.6336) 1494
"Buzovyazy" (54.2917, 55.8167) 1492
"Maginsk" (55.7614, 56.9631) 1491
"Golotl" (42.4889, 46.7361) 1491
"Rozhdestvenka" (54.4389, 61.6867) 1489
"Vladimirovka" (44.7897, 37.6744) 1485
"Asyanovo" (55.4444, 54.7192) 1479
"Starokuruchevo" (55.1372, 54.0628) 1478
"Kungurtug" (50.5970, 97.5230) 1474
"Lugovoye" (54.2167, 48.2500) 1472
"Inarkoy" (43.4900, 44.3636) 1470
"Toybokhoy" (62.1828, 116.7642) 1467
"Voznesenovka" (50.4194, 37.0292) 1466
"Nikonovskoye" (55.2811, 38.1592) 1465
"Arshty" (43.1391, 45.1294) 1462
"Yeniseyskoye" (52.5771, 85.5021) 1457
"Kondik" (41.7992, 47.8767) 1457
"Bezymyannoye" (51.3325, 46.4375) 1456
"Anton’yevka" (51.9961, 83.9740) 1456
"Turka" (52.9511, 108.2200) 1450
"Kolyvanskoye" (53.0289, 82.8883) 1449
"Lyakhi" (55.3361, 41.9250) 1448
"Shishkino" (45.0933, 43.1656) 1447
"Kosyakino" (43.9019, 46.6786) 1445
"Musorka" (53.7567, 49.7422) 1443
"Assokolay" (44.8450, 39.4681) 1442
"Lychkovo" (57.9167, 32.4000) 1440
"Arkaulovo" (55.3986, 57.9256) 1439
"Kyzyl-Khaya" (50.0499, 89.8782) 1436
"Khotilovo" (57.7242, 34.0825) 1433
"Neznamovo" (51.2669, 37.9251) 1430
"Dvuluchnoye" (50.0406, 38.0223) 1430
"Bogdanovka" (44.1420, 44.7191) 1428
"Poldnëvaya" (56.2944, 60.2892) 1427
"Znamenskoye" (56.9389, 61.9453) 1427
"Ivanchug" (46.0732, 47.9819) 1423
"Loznoye" (49.2879, 44.4235) 1423
"Sernovodskoye" (43.8586, 44.7825) 1422
"Tomichi" (50.7782, 128.2414) 1419
"Mikhaylovka" (51.9571, 83.8056) 1419
"Pervomayskoye" (43.4394, 46.3458) 1419
"Nizhnyaya Veduga" (51.7421, 38.6527) 1418
"Gonoda" (42.4713, 46.7851) 1417
"Logovskoye" (53.4943, 84.2016) 1417
"Kurba" (57.5613, 39.5018) 1417
"Leninskoye" (50.0401, 45.5432) 1414
"Burashevo" (56.7333, 35.8811) 1412
"Sadovoye" (44.9991, 39.6979) 1410
"Kulikovo" (52.2258, 39.5714) 1409
"Yazhelbitsy" (58.0336, 32.9647) 1402
"Yanshikhovo-Norvashi" (55.5828, 47.5969) 1397
"Staryye Turbasly" (54.9439, 56.1236) 1395
"Ust’-Bryan’" (51.9369, 108.1403) 1395
"Petropavlovka" (55.3930, 59.3270) 1393
"Verkhneusinskoye" (52.2383, 93.0220) 1393
"Vesëloye" (44.5008, 41.8028) 1391
"Barmino" (56.1088, 45.5094) 1391
"Baturino" (57.7545, 85.1702) 1391
"Kvanada" (42.5614, 46.1739) 1388
"Klyuchi-Bulak" (55.5161, 101.6900) 1387
"Khatystyr" (58.9167, 125.1500) 1385
"Rostoshi" (51.5961, 40.9344) 1384
"Tinit" (41.8326, 48.2267) 1384
"Komarovo" (43.5199, 45.0414) 1382
"Treskovo" (52.0463, 106.8900) 1380
"Yemetsk" (63.4719, 41.7802) 1380
"Karpovka" (54.5106, 73.7414) 1380
"Kudara-Somon" (50.1547, 107.4014) 1371
"Novoil’inka" (53.5631, 79.2667) 1369
"Staromunasipovo" (53.2361, 57.5278) 1369
"Yabogan" (50.9078, 85.0706) 1368
"Nes" (66.6019, 44.6760) 1368
"Kazachye" (70.7522, 136.2340) 1367
"Nakhodka" (67.7167, 77.6500) 1365
"Sergiyevskoye" (44.8011, 40.3486) 1364
"Koyanovo" (57.7925, 56.3169) 1361
"Vilovatovo" (56.1725, 46.6014) 1360
"Bayangol" (53.7731, 110.2689) 1351
"Karakoksha" (51.7671, 86.6947) 1351
"Parfënovo" (52.8100, 82.7331) 1349
"Alandskoye" (52.2258, 59.7952) 1349
"Lyubino-Malorossy" (55.2047, 73.0111) 1347
"Vostretsovo" (45.9000, 134.9167) 1347
"Kyusyur" (70.6849, 127.3612) 1345
"Olgino" (54.2678, 71.6811) 1343
"Kazinka" (44.4500, 42.2833) 1342
"Balyktuyul’" (50.7558, 88.0394) 1340
"Arkhipovka" (50.2100, 39.4100) 1336
"Kazmaaul" (43.3653, 46.5978) 1336
"Novoaleksandrovka" (50.0016, 128.2750) 1334
"Staroseslavino" (53.2011, 40.4125) 1333
"Maklino" (54.9909, 36.4667) 1331
"Tilichiki" (60.4333, 166.0486) 1330
"Ashaga-Yarak" (41.8231, 47.9525) 1329
"Nizhniy Batlukh" (42.4833, 46.5167) 1327
"Pervomayskoye" (46.0561, 42.2194) 1325
"Kremenchug-Konstantinovskoye" (43.7908, 43.6483) 1323
"Kenger-Meneuz" (53.6778, 54.4042) 1323
"Iogach" (51.7817, 87.2631) 1322
"Starokuvinskiy" (44.3444, 41.7789) 1321
"Starokucherbayevo" (54.9075, 54.8519) 1309
"Vochepshiy" (44.8725, 39.2831) 1308
"Fominki" (55.9636, 42.3686) 1305
"Degtyarka" (53.3492, 79.3556) 1303
"Gerpegezh" (43.3750, 43.6389) 1301
"Ust’-Usa" (65.9814, 56.9086) 1294
"Novokuskovo" (57.0500, 86.0667) 1292
"Izmaylovka" (43.6306, 39.8264) 1290
"Tsa-Vedeno" (43.0174, 46.0536) 1285
"Vikhli" (42.1272, 47.2214) 1285
"Podseredneye" (50.7125, 38.5603) 1284
"Aleksandrovka" (54.5590, 72.7537) 1284
"Chistoozerka" (52.7708, 80.7774) 1281
"Napol’noye" (55.1258, 46.3531) 1279
"Mordovo-Ozero" (53.9747, 49.6964) 1279
"Ispik" (41.6122, 48.1932) 1277
"Orlovka" (55.0281, 72.4656) 1275
"Blizhneye Borisovo" (56.1864, 43.9361) 1273
"Kirovo" (53.3407, 91.8838) 1272
"Oktyabr’skiy" (58.0854, 52.8665) 1271
"Derevyannoye" (61.6150, 34.6347) 1266
"Dal’niy" (53.1453, 157.6976) 1265
"Ivanovka" (54.4575, 48.8731) 1263
"Gusevka" (49.9095, 44.6905) 1262
"Zhankhoteko" (43.5642, 43.2106) 1261
"Telemba" (52.7303, 113.2889) 1256
"Kiritsy" (54.2832, 40.3577) 1255
"Gegetuy" (50.6453, 105.2214) 1253
"Karmanovo" (56.2306, 54.5333) 1251
"Nizhniy Torey" (50.5342, 104.8278) 1251
"Umët" (50.2822, 45.3364) 1248
"Shubenka" (52.6550, 85.0986) 1248
"Staryye Tuymazy" (54.5458, 53.6194) 1247
"Klyastitskoye" (54.1150, 61.5031) 1245
"Kulikovo" (55.0494, 74.4450) 1244
"Pykhovka" (51.0194, 41.5042) 1243
"Charyshskiy" (52.1555, 83.3030) 1243
"Lavrentiya" (65.5842, -170.9889) 1242
"Kaluk" (41.4700, 47.6533) 1240
"Lizinovka" (50.1228, 39.4594) 1239
"Slavkovichi" (57.6472, 29.0667) 1239
"Turshchunay" (43.5996, 46.6621) 1238
"Zizik" (41.7662, 48.1133) 1238
"Kostromskoye" (47.3131, 142.0233) 1236
"Voznesenskoye" (56.0042, 93.2669) 1236
"Gilevka" (52.8618, 81.1018) 1232
"Ibragimotar" (43.5633, 46.4673) 1232
"Dyakovka" (50.7244, 46.7786) 1232
"Vorga" (53.7517, 32.7631) 1231
"Uldurga" (52.2233, 110.5492) 1231
"Nyutyug" (41.7524, 48.1174) 1231
"Erbek" (51.6538, 94.2100) 1231
"Shekpeer" (51.1690, 90.6800) 1231
"Kaplino" (51.3630, 37.8290) 1229
"Tselinnoye" (51.3291, 94.8059) 1227
"Inyakino" (54.4342, 41.1189) 1224
"Bol’shaya Urya" (56.0267, 95.4819) 1223
"Afonikha" (59.9650, 39.9650) 1223
"Stukovo" (53.2128, 83.3378) 1222
"Zorino" (51.1737, 36.3593) 1222
"Raspopinskaya" (49.4050, 42.8700) 1219
"Voznesenka" (55.7994, 57.9383) 1217
"Bitantsy" (60.9167, 132.1500) 1216
"Morzokh" (43.5686, 43.8403) 1215
"Kraynovka" (43.9763, 47.3765) 1213
"Markovo" (57.0164, 40.5050) 1213
"Krasnyy Yar" (56.1463, 74.6174) 1213
"Kubiyazy" (56.1039, 56.7425) 1212
"Staraya Veduga" (51.8117, 38.4937) 1211
"Yubileynyy" (54.7665, 36.2828) 1210
"Algatuy" (54.3942, 100.1939) 1210
"Ulyap" (45.0608, 39.9475) 1209
"Kostin Log" (52.6644, 82.0300) 1209
"Peniki" (59.9175, 29.6419) 1207
"Peschanoye" (54.2243, 62.0989) 1207
"Tashir" (50.9850, 105.8139) 1206
"Oshtinskiy Pogost" (60.8525, 35.5633) 1204
"Zagustay" (51.9769, 110.7294) 1199
"Russkiy Yurmash" (54.7072, 56.2472) 1198
"Leushi" (59.6228, 65.7511) 1197
"Sorochiy Log" (53.5761, 84.1533) 1195
"Novopoltavskoye" (43.6919, 43.9694) 1194
"Shitkhala" (43.5522, 43.7950) 1192
"Zarechnyy" (57.4694, 42.2844) 1192
